Gene	Control	Grave_I	Grave_II	SIZE	Group
gene_id_58195	8.855854839	8.43941875	4.761238889	1	#B0E0E6
gene_id_58468	7.69683871	6.440529688	3.443066667	1	#B0E0E6
gene_id_58467	20.89682903	19.71935938	11.49458056	1	#B0E0E6
gene_id_58464	12.44211613	10.80148125	6.261155556	1	#B0E0E6
gene_id_58465	9.236112903	8.383504688	4.854708333	1	#B0E0E6
gene_id_58463	12.06218387	11.07417656	5.779566667	1	#B0E0E6
gene_id_58461	8.452	8.435184375	4.747416667	1	#B0E0E6
gene_id_102263	3.321974194	5.963810938	12.62441667	1	#B0E0E6
gene_id_34678	7.50456129	8.823007813	2.801233333	1	#B0E0E6
gene_id_34675	10.49193548	7.93590625	5.584583333	1	#B0E0E6
gene_id_34677	20.53214194	23.65584375	8.219413889	1	#B0E0E6
gene_id_34676	17.74725161	20.539625	8.063941667	1	#B0E0E6
gene_id_111200	7.059117742	8.762142188	0.703825	1	#B0E0E6
gene_id_40719	7.339841935	8.260976563	0.698463889	1	#B0E0E6
gene_id_98254	15.66603226	13.10672188	3.801008333	1	#B0E0E6
gene_id_129622	29.86110968	28.12560625	15.75157778	1	#B0E0E6
gene_id_91890	5.963659677	7.1807125	15.32525	1	#B0E0E6
gene_id_91896	3.968819355	5.22949375	14.55002778	1	#B0E0E6
gene_id_55206	13.91418548	12.77005781	8.774658333	1	#B0E0E6
gene_id_99842	3.505853226	6.822310938	11.136425	1	#B0E0E6
gene_id_118928	49.8728871	38.66025	46.43133333	1	#B0E0E6
gene_id_82142	11.4463629	9.409890625	0.802561111	1	#B0E0E6
gene_id_82140	9.094466129	7.483189063	0.306419444	1	#B0E0E6
gene_id_82146	9.261780645	7.367040625	0.390438889	1	#B0E0E6
gene_id_82144	10.78195968	8.884695313	0.323911111	1	#B0E0E6
gene_id_82145	10.74885968	9.318171875	1.260236111	1	#B0E0E6
gene_id_82148	18.25495806	15.398	2.359086111	1	#B0E0E6
gene_id_82149	10.08068226	8.57384375	0.415016667	1	#B0E0E6
gene_id_128997	9.526290323	8.985903125	5.343888889	1	#B0E0E6
gene_id_69547	27.79193548	25.75365625	19.13127778	1	#B0E0E6
gene_id_118921	15.79374194	12.49410938	15.68661111	1	#B0E0E6
gene_id_110639	9.442404839	11.55382969	1.180116667	1	#B0E0E6
gene_id_118920	9.982645161	8.463242188	10.15013889	1	#B0E0E6
gene_id_129186	11.83137097	10.61945313	7.137838889	1	#B0E0E6
gene_id_96735	9.374632258	7.791367188	1.996769444	1	#B0E0E6
gene_id_96907	35.93670968	41.34653125	40.34325833	1	#B0E0E6
gene_id_137735	8.608522581	11.63175938	15.8449	1	#B0E0E6
gene_id_96905	17.3256129	22.948625	20.44077778	1	#B0E0E6
gene_id_91919	5.493335484	6.97433125	16.12975	1	#B0E0E6
gene_id_91918	5.899612903	7.06815	17.16630556	1	#B0E0E6
gene_id_129783	11.96082258	11.9929375	7.677783333	1	#B0E0E6
gene_id_129782	14.20779032	14.18917188	9.078672222	1	#B0E0E6
gene_id_114958	2.553869355	4.500553125	17.55505556	1	#B0E0E6
gene_id_96064	17.69115161	14.76415625	3.953497222	1	#B0E0E6
gene_id_58635	21.64287097	21.4255	9.380944444	1	#B0E0E6
gene_id_58633	9.087258065	8.55095625	3.980297222	1	#B0E0E6
gene_id_83170	14.17377419	12.91310938	2.938027778	1	#B0E0E6
gene_id_78912	16.00406452	13.55737969	25.94813889	1	#B0E0E6
gene_id_78913	24.09543226	19.27599219	35.9125	1	#B0E0E6
gene_id_78916	5.986383871	4.856746875	9.531055556	1	#B0E0E6
gene_id_128815	23.25083548	23.05493438	14.41488889	1	#B0E0E6
gene_id_128816	8.747983871	8.583846875	5.41525	1	#B0E0E6
gene_id_128811	9.097669355	8.918885938	5.680238889	1	#B0E0E6
gene_id_45490	8.545816129	5.320325	4.223255556	1	#B0E0E6
gene_id_101819	3.999366129	7.425839063	16.817275	1	#B0E0E6
gene_id_90005	12.10045968	13.73493438	30.10205556	1	#B0E0E6
gene_id_45752	10.74274194	9.648125	5.409113889	1	#B0E0E6
gene_id_91583	7.576591935	7.859482813	17.05427778	1	#B0E0E6
gene_id_71655	4.993595161	9.1020625	6.089052778	1	#B0E0E6
gene_id_96069	18.24655645	15.04405938	4.315186111	1	#B0E0E6
gene_id_91345	4.342116129	4.789792188	11.7095	1	#B0E0E6
gene_id_89940	5.258909677	6.477810938	15.92344444	1	#B0E0E6
gene_id_131012	6.644440323	6.882029688	5.195888889	1	#B0E0E6
gene_id_131016	17.4612871	15.5734375	12.99711944	1	#B0E0E6
gene_id_134250	44.0121871	36.089875	18.38323889	1	#B0E0E6
gene_id_56384	9.009072581	7.701375	5.507147222	1	#B0E0E6
gene_id_138180	4.785156452	6.290276563	9.078944444	1	#B0E0E6
gene_id_81048	12.01582419	5.337417188	1.212863889	1	#B0E0E6
gene_id_41061	8.144509677	9.396873438	0.88105	1	#B0E0E6
gene_id_55677	11.58894677	10.43215625	6.436711111	1	#B0E0E6
gene_id_39708	7.519666129	8.472210938	0.803502778	1	#B0E0E6
gene_id_39707	9.177806452	10.91862969	1.326988889	1	#B0E0E6
gene_id_40339	8.731191935	9.926776563	0.852472222	1	#B0E0E6
gene_id_40332	7.044548387	8.233532813	0.954894444	1	#B0E0E6
gene_id_60573	7.6597	6.105253125	5.284005556	1	#B0E0E6
gene_id_60571	19.1016129	15.78556094	13.03171389	1	#B0E0E6
gene_id_60570	8.314040323	6.858467188	4.026386111	1	#B0E0E6
gene_id_128597	9.259774194	8.842685938	5.579994444	1	#B0E0E6
gene_id_98738	18.60702742	15.44172813	4.075533333	1	#B0E0E6
gene_id_102221	3.640662903	5.818460938	11.47272222	1	#B0E0E6
gene_id_78891	8.184870968	16.89039844	7.107733333	1	#B0E0E6
gene_id_78890	11.21867903	22.05105781	10.12593889	1	#B0E0E6
gene_id_129241	7.835983871	7.318885938	5.03275	1	#B0E0E6
gene_id_129244	11.13237097	10.67851094	6.790344444	1	#B0E0E6
gene_id_129248	8.706801613	8.726117188	5.258105556	1	#B0E0E6
gene_id_96106	12.42892581	10.63473125	3.104144444	1	#B0E0E6
gene_id_96105	18.70521774	15.3104125	4.220680556	1	#B0E0E6
gene_id_97308	11.52436935	9.132435938	2.419113889	1	#B0E0E6
gene_id_96104	12.26613871	10.05239063	2.741916667	1	#B0E0E6
gene_id_82371	10.02619677	8.549609375	2.050552778	1	#B0E0E6
gene_id_82372	14.37241935	12.38594063	2.173505556	1	#B0E0E6
gene_id_96749	28.5438129	22.9652	6.588155556	1	#B0E0E6
gene_id_96747	13.0731129	10.97531875	2.72775	1	#B0E0E6
gene_id_96743	19.46019194	16.27546719	4.915336111	1	#B0E0E6
gene_id_96742	16.77936613	13.73447813	4.000380556	1	#B0E0E6
gene_id_98632	23.15537581	18.57087969	5.232969444	1	#B0E0E6
gene_id_136796	5.303177419	6.870996875	9.845516667	1	#B0E0E6
gene_id_101176	4.065875806	6.55581875	13.42635833	1	#B0E0E6
gene_id_82885	22.33500645	20.31004688	8.18885	1	#B0E0E6
gene_id_82523	13.15268387	10.96454688	1.934222222	1	#B0E0E6
gene_id_82526	8.400462903	6.857579688	1.470261111	1	#B0E0E6
gene_id_82529	8.578306452	6.9327375	1.252669444	1	#B0E0E6
gene_id_87932	5.455854839	6.209340625	12.63291667	1	#B0E0E6
gene_id_82994	11.32658065	10.60057813	3.355616667	1	#B0E0E6
gene_id_54889	16.10591935	14.89028125	9.464044444	1	#B0E0E6
gene_id_71106	9.440258065	9.277257813	5.139936111	1	#B0E0E6
gene_id_82418	12.45551935	10.61043438	0.679319444	1	#B0E0E6
gene_id_82419	8.609580645	7.348879688	0.286755556	1	#B0E0E6
gene_id_82414	8.434030645	7.213015625	1.740397222	1	#B0E0E6
gene_id_82415	18.89935161	16.27176563	5.825947222	1	#B0E0E6
gene_id_82413	18.80420968	15.30960938	3.963869444	1	#B0E0E6
gene_id_2621	7.539629032	8.5839375	7.167305556	1	#B0E0E6
gene_id_77693	15.1199371	11.83504063	24.85703333	1	#B0E0E6
gene_id_77699	9.180393548	11.71218438	12.10628889	1	#B0E0E6
gene_id_89652	10.06415645	7.99371875	9.485377778	1	#B0E0E6
gene_id_102193	6.245508065	11.02996406	23.97461944	1	#B0E0E6
gene_id_103824	4.726853226	7.840729688	16.32213056	1	#B0E0E6
gene_id_81008	18.69223871	18.0539375	14.76375556	1	#B0E0E6
gene_id_81009	33.3306371	30.2944375	22.33492222	1	#B0E0E6
gene_id_81873	10.1432371	8.340001563	1.024	1	#B0E0E6
gene_id_81872	12.68045645	10.53370938	2.847752778	1	#B0E0E6
gene_id_81876	10.225	8.607503125	0.608255556	1	#B0E0E6
gene_id_81875	10.96904516	10.0863125	1.605047222	1	#B0E0E6
gene_id_81874	9.207435484	7.88871875	0.676858333	1	#B0E0E6
gene_id_83269	8.120129032	7.0572375	1.593161111	1	#B0E0E6
gene_id_100755	5.962448387	9.2439875	19.27088889	1	#B0E0E6
gene_id_128410	6.783693548	6.69203125	4.192844444	1	#B0E0E6
gene_id_128417	12.02154839	11.79903281	7.077186111	1	#B0E0E6
gene_id_58250	13.0185	12.72979375	6.816166667	1	#B0E0E6
gene_id_34808	24.37985161	26.34407813	8.942366667	1	#B0E0E6
gene_id_34809	18.28722258	20.80159375	7.741241667	1	#B0E0E6
gene_id_32074	2.383293548	11.8970375	6.376638889	1	#B0E0E6
gene_id_90615	6.874733871	8.040328125	18.34847222	1	#B0E0E6
gene_id_46184	7.374667742	6.751046875	3.281158333	1	#B0E0E6
gene_id_40581	10.04008871	11.60224219	1.036886111	1	#B0E0E6
gene_id_56915	9.280290323	8.702126563	4.162291667	1	#B0E0E6
gene_id_56916	7.141145161	7.099282813	3.793808333	1	#B0E0E6
gene_id_117631	14.37098387	12.44211406	10.319725	1	#B0E0E6
gene_id_98095	8.839859677	7.346032813	2.0936	1	#B0E0E6
gene_id_98090	14.23561452	11.91327969	3.604027778	1	#B0E0E6
gene_id_77760	25.12029032	28.85640625	30.85527778	1	#B0E0E6
gene_id_77761	15.90267742	17.74659375	18.44888611	1	#B0E0E6
gene_id_82591	9.852270968	8.337698438	0.312716667	1	#B0E0E6
gene_id_82590	9.080451613	7.302359375	0.442952778	1	#B0E0E6
gene_id_82594	16.44420968	13.82220313	2.432430556	1	#B0E0E6
gene_id_82599	10.22432742	9.9878125	1.181316667	1	#B0E0E6
gene_id_56148	15.90190645	15.48421875	9.303425	1	#B0E0E6
gene_id_98709	16.15208065	13.52024531	3.697786111	1	#B0E0E6
gene_id_98708	9.445551613	7.46940625	1.909091667	1	#B0E0E6
gene_id_57233	11.22093548	10.59148594	5.926066667	1	#B0E0E6
gene_id_111884	7.367637097	8.485990625	0.358111111	1	#B0E0E6
gene_id_99077	10.22317581	8.366342188	3.116061111	1	#B0E0E6
gene_id_99075	11.55104677	9.405689063	2.474525	1	#B0E0E6
gene_id_99072	17.6954129	14.52148281	4.161966667	1	#B0E0E6
gene_id_99073	33.76399516	27.81890469	7.384163889	1	#B0E0E6
gene_id_99071	11.38315323	9.049845313	2.357844444	1	#B0E0E6
gene_id_58904	17.11952742	14.73973438	8.612388889	1	#B0E0E6
gene_id_58900	8.107967742	7.523660938	4.039094444	1	#B0E0E6
gene_id_58902	11.09030645	11.13676563	6.377080556	1	#B0E0E6
gene_id_98492	11.70269355	9.013015625	5.150833333	1	#B0E0E6
gene_id_96578	9.501291935	7.623407813	2.271947222	1	#B0E0E6
gene_id_96579	10.66718065	8.762665625	2.435744444	1	#B0E0E6
gene_id_96572	21.44288387	17.77276563	5.156408333	1	#B0E0E6
gene_id_96573	13.24641935	11.05176406	3.463444444	1	#B0E0E6
gene_id_96570	10.76426452	8.724810938	2.288763889	1	#B0E0E6
gene_id_96574	23.88976613	19.84702188	5.777402778	1	#B0E0E6
gene_id_111558	8.302133871	9.838885938	0.024088889	1	#B0E0E6
gene_id_88316	7.375258065	8.720232813	20.47780556	1	#B0E0E6
gene_id_98491	37.96216129	29.58296875	22.63846111	1	#B0E0E6
gene_id_96399	12.05464516	11.78328125	7.516027778	1	#B0E0E6
gene_id_96397	23.24566129	23.13765625	13.31805556	1	#B0E0E6
gene_id_96394	17.25791935	13.81390625	10.71511111	1	#B0E0E6
gene_id_96395	22.54024194	18.569375	12.83314444	1	#B0E0E6
gene_id_69472	12.00962419	9.261176563	4.221186111	1	#B0E0E6
gene_id_83255	13.69688548	12.31048438	5.351666667	1	#B0E0E6
gene_id_83108	8.789209677	7.80503125	1.714891667	1	#B0E0E6
gene_id_129258	10.12164516	10.03854688	6.31525	1	#B0E0E6
gene_id_82025	20.87649677	18.15420313	3.423608333	1	#B0E0E6
gene_id_56399	19.32389516	18.66395469	11.38092778	1	#B0E0E6
gene_id_117394	8.739508065	10.56848594	5.874902778	1	#B0E0E6
gene_id_41575	7.751841935	8.649759375	1.052330556	1	#B0E0E6
gene_id_118702	2.058151613	4.55431875	16.94619444	1	#B0E0E6
gene_id_136695	6.32621129	8.331351563	10.862725	1	#B0E0E6
gene_id_56891	15.66227097	14.60052813	7.862991667	1	#B0E0E6
gene_id_56890	7.219219355	6.583215625	3.673663889	1	#B0E0E6
gene_id_56895	7.997209677	7.213234375	4.050425	1	#B0E0E6
gene_id_56898	8.713177419	8.198714063	3.736616667	1	#B0E0E6
gene_id_23998	14.44265645	17.64517188	15.57305556	1	#B0E0E6
gene_id_99509	11.48115806	12.65889063	7.233527778	1	#B0E0E6
gene_id_78338	7.960777419	7.668789063	7.043841667	1	#B0E0E6
gene_id_78339	8.553354839	8.6727875	7.348902778	1	#B0E0E6
gene_id_129132	8.923774194	8.992982813	5.606666667	1	#B0E0E6
gene_id_78332	22.76096774	21.09639063	21.32499722	1	#B0E0E6
gene_id_96559	10.52648226	10.68286875	2.952483333	1	#B0E0E6
gene_id_24659	8.333793548	11.585375	12.08713056	1	#B0E0E6
gene_id_68398	15.99780645	23.19242188	10.60094444	1	#B0E0E6
gene_id_102357	4.979303226	7.479675	13.76822222	1	#B0E0E6
gene_id_70956	5.605559677	8.261235938	8.404855556	1	#B0E0E6
gene_id_70953	6.836898387	9.614654688	9.892430556	1	#B0E0E6
gene_id_96968	9.263837097	7.698125	2.324191667	1	#B0E0E6
gene_id_96966	21.61513871	18.16393125	5.168261111	1	#B0E0E6
gene_id_137474	9.218525806	12.32463438	16.75360556	1	#B0E0E6
gene_id_36007	8.746990323	5.779953125	2.500583333	1	#B0E0E6
gene_id_127543	10.98333871	10.68892969	6.738530556	1	#B0E0E6
gene_id_127385	8.144183871	8.03335	4.837963889	1	#B0E0E6
gene_id_97603	19.83772581	16.48382344	4.978122222	1	#B0E0E6
gene_id_97607	11.4226	9.371328125	2.501172222	1	#B0E0E6
gene_id_97606	8.993970968	7.356865625	1.967408333	1	#B0E0E6
gene_id_97604	20.27344355	16.44942344	4.480538889	1	#B0E0E6
gene_id_92123	4.684419355	5.482859375	13.18458333	1	#B0E0E6
gene_id_100633	2.911812903	6.042734375	15.26823889	1	#B0E0E6
gene_id_56518	9.047325806	7.810703125	5.231033333	1	#B0E0E6
gene_id_56512	25.36836452	21.65249531	14.06926111	1	#B0E0E6
gene_id_56516	20.04125806	18.37823438	9.61025	1	#B0E0E6
gene_id_57649	7.172	6.85903125	3.917905556	1	#B0E0E6
gene_id_57647	9.840425806	9.95849375	5.690297222	1	#B0E0E6
gene_id_128107	7.954354839	7.496998438	4.695566667	1	#B0E0E6
gene_id_79720	9.332790323	6.332578125	6.658930556	1	#B0E0E6
gene_id_79721	17.76287097	11.1815	11.99943333	1	#B0E0E6
gene_id_79723	21.47679032	14.26760781	14.00541667	1	#B0E0E6
gene_id_103394	3.314640323	5.60628125	11.94195278	1	#B0E0E6
gene_id_110838	12.92442742	11.29042188	12.98499722	1	#B0E0E6
gene_id_97277	9.141330645	6.68593125	1.427108333	1	#B0E0E6
gene_id_97274	11.57824194	9.432532813	2.622219444	1	#B0E0E6
gene_id_97272	19.08965645	15.75204688	4.219161111	1	#B0E0E6
gene_id_97273	32.15113548	26.06896719	7.289997222	1	#B0E0E6
gene_id_97270	19.57933226	15.97746563	4.564638889	1	#B0E0E6
gene_id_97278	14.32018226	10.30162656	2.182802778	1	#B0E0E6
gene_id_127439	7.207190323	7.033015625	4.186672222	1	#B0E0E6
gene_id_92567	6.375951613	6.893109375	16.94247222	1	#B0E0E6
gene_id_58701	9.637854839	8.349823438	4.87575	1	#B0E0E6
gene_id_58700	8.869	7.449060938	4.271486111	1	#B0E0E6
gene_id_58707	15.13685484	12.15510938	6.873186111	1	#B0E0E6
gene_id_58704	8.128596774	7.228171875	4.395802778	1	#B0E0E6
gene_id_89440	4.956964516	6.102210938	13.19916667	1	#B0E0E6
gene_id_128962	7.103096774	7.145279688	4.578366667	1	#B0E0E6
gene_id_67893	7.235967742	10.12271875	7.149527778	1	#B0E0E6
gene_id_31676	2.446874194	13.32531719	6.609686111	1	#B0E0E6
gene_id_31675	2.585946774	14.27276719	7.223555556	1	#B0E0E6
gene_id_96095	19.09124032	15.94940625	4.215925	1	#B0E0E6
gene_id_96094	21.29115	17.67995313	5.291527778	1	#B0E0E6
gene_id_96097	13.36971774	10.43958594	3.163741667	1	#B0E0E6
gene_id_137157	6.801719355	7.198196875	13.7849	1	#B0E0E6
gene_id_136400	7.626956452	9.826298438	13.93013889	1	#B0E0E6
gene_id_97329	17.23434516	13.86404063	3.791666667	1	#B0E0E6
gene_id_41101	11.18350645	12.61283125	1.117194444	1	#B0E0E6
gene_id_102699	4.003559677	13.43328281	19.78545278	1	#B0E0E6
gene_id_98031	15.29512903	13.11349844	3.818408333	1	#B0E0E6
gene_id_98030	12.82108548	10.96262031	3.250583333	1	#B0E0E6
gene_id_98032	10.22108226	8.73251875	2.607108333	1	#B0E0E6
gene_id_98036	7.918962903	7.771120313	1.483344444	1	#B0E0E6
gene_id_82440	10.99202258	10.001125	3.278227778	1	#B0E0E6
gene_id_127666	15.94182581	15.8375625	10.15878889	1	#B0E0E6
gene_id_116251	3.646677419	5.370382813	17.53316667	1	#B0E0E6
gene_id_90211	6.873308065	7.036515625	17.62233889	1	#B0E0E6
gene_id_89383	4.7589	5.436765625	9.834494444	1	#B0E0E6
gene_id_89384	7.906666129	9.12890625	16.325	1	#B0E0E6
gene_id_68693	7.698133871	9.253792188	2.840225	1	#B0E0E6
gene_id_68696	8.621596774	5.9806875	4.438027778	1	#B0E0E6
gene_id_68695	18.42798387	13.01264063	9.090108333	1	#B0E0E6
gene_id_68698	9.622154839	6.479671875	4.698261111	1	#B0E0E6
gene_id_68699	9.494435484	6.373296875	4.819591667	1	#B0E0E6
gene_id_78305	141.6220968	160.6962031	171.9433889	1	#B0E0E6
gene_id_78304	54.71674194	51.42660938	64.47858333	1	#B0E0E6
gene_id_78307	34.11840323	32.16251563	37.60941667	1	#B0E0E6
gene_id_78306	338.0167097	337.414	396.0537778	1	#B0E0E6
gene_id_78303	15.249	12.14542188	15.59636111	1	#B0E0E6
gene_id_78309	102.8047097	94.16342188	103.4678611	1	#B0E0E6
gene_id_78308	132.5076613	126.6047188	145.7196111	1	#B0E0E6
gene_id_127576	9.885822581	9.220959375	5.268444444	1	#B0E0E6
gene_id_127577	9.660725806	9.2823125	5.403486111	1	#B0E0E6
gene_id_99135	21.75397419	17.64289063	4.811191667	1	#B0E0E6
gene_id_116474	2.435730645	4.67279375	18.74580556	1	#B0E0E6
gene_id_100350	3.158367742	5.737470313	12.54363889	1	#B0E0E6
gene_id_57032	7.578059677	6.970310938	3.795877778	1	#B0E0E6
gene_id_57034	18.72314516	17.86004688	8.666722222	1	#B0E0E6
gene_id_97582	21.63540484	17.71568281	5.208408333	1	#B0E0E6
gene_id_81667	10.95912419	10.54	4.228622222	1	#B0E0E6
gene_id_89395	5.3929	5.953310938	14.31713889	1	#B0E0E6
gene_id_81668	9.268219355	7.767859375	4.51475	1	#B0E0E6
gene_id_81669	23.81431935	22.2361875	6.475802778	1	#B0E0E6
gene_id_97587	21.67878387	18.14469063	5.511747222	1	#B0E0E6
gene_id_131004	17.33177419	13.65226563	15.58276389	1	#B0E0E6
gene_id_136648	6.896133871	8.811892188	13.95546944	1	#B0E0E6
gene_id_83207	9.078306452	7.83265625	1.203847222	1	#B0E0E6
gene_id_111661	9.858630645	14.68347813	4.714358333	1	#B0E0E6
gene_id_55049	9.703948387	7.351665625	5.286636111	1	#B0E0E6
gene_id_55048	9.795069355	7.255515625	5.042822222	1	#B0E0E6
gene_id_127786	7.048364516	6.56034375	4.153680556	1	#B0E0E6
gene_id_82705	8.385225806	7.00053125	1.323872222	1	#B0E0E6
gene_id_58358	11.20569355	10.5278375	5.622972222	1	#B0E0E6
gene_id_58359	12.50467742	11.19372031	6.595077778	1	#B0E0E6
gene_id_58355	10.83437097	9.974328125	5.631083333	1	#B0E0E6
gene_id_58357	7.644262903	6.75564375	3.808952778	1	#B0E0E6
gene_id_58352	13.83870968	13.25924844	7.079330556	1	#B0E0E6
gene_id_98592	14.49663226	11.61790156	3.116427778	1	#B0E0E6
gene_id_98593	13.90641129	11.01016094	2.931158333	1	#B0E0E6
gene_id_89838	3.937424194	5.029396875	12.10358333	1	#B0E0E6
gene_id_89837	5.066901613	6.124026563	14.81613333	1	#B0E0E6
gene_id_89832	4.910690323	5.686648438	12.34552778	1	#B0E0E6
gene_id_89223	10.42547903	12.14259375	28.09963889	1	#B0E0E6
gene_id_102196	3.511790323	6.106128125	13.52456111	1	#B0E0E6
gene_id_42501	15.6337129	7.733357813	1.971361111	1	#B0E0E6
gene_id_89226	4.524832258	5.194123438	12.38477778	1	#B0E0E6
gene_id_96182	18.63977903	16.25386563	6.938594444	1	#B0E0E6
gene_id_99241	8.916485484	7.418235938	2.242447222	1	#B0E0E6
gene_id_99240	9.623890323	7.596901563	1.995302778	1	#B0E0E6
gene_id_99243	8.404075806	6.701540625	1.924247222	1	#B0E0E6
gene_id_99245	9.715396774	8.260532813	3.750219444	1	#B0E0E6
gene_id_99244	14.29086452	11.5602375	3.652783333	1	#B0E0E6
gene_id_99247	28.53959839	23.61915156	6.591247222	1	#B0E0E6
gene_id_99246	9.302827419	7.684823438	2.241322222	1	#B0E0E6
gene_id_99249	20.45757742	17.12621406	5.057433333	1	#B0E0E6
gene_id_99248	14.2174129	11.46603594	3.392386111	1	#B0E0E6
gene_id_89225	8.807322581	10.36120938	24.40944444	1	#B0E0E6
gene_id_100922	4.319762903	7.231234375	15.01841667	1	#B0E0E6
gene_id_89228	4.843335484	5.800904688	13.8106	1	#B0E0E6
gene_id_69227	15.99855323	12.25198438	5.352822222	1	#B0E0E6
gene_id_127839	7.415548387	7.5206625	4.542641667	1	#B0E0E6
gene_id_54811	12.16737097	11.96398438	7.514786111	1	#B0E0E6
gene_id_98920	8.960630645	9.822828125	10.96923056	1	#B0E0E6
gene_id_34933	11.59637097	8.6190625	7.0625	1	#B0E0E6
gene_id_34937	29.31414355	26.28275	23.42475833	1	#B0E0E6
gene_id_57055	7.974320968	7.521248438	4.033433333	1	#B0E0E6
gene_id_57051	8.13833871	7.58156875	4.218722222	1	#B0E0E6
gene_id_101892	3.329024194	6.123875	13.48597222	1	#B0E0E6
gene_id_45505	8.729735484	5.009228125	3.784677778	1	#B0E0E6
gene_id_82270	20.91230645	18.39525	4.578072222	1	#B0E0E6
gene_id_57584	14.76242581	13.81240625	7.040666667	1	#B0E0E6
gene_id_57175	7.880758065	7.297903125	3.281305556	1	#B0E0E6
gene_id_82854	11.53869355	9.90225	1.607177778	1	#B0E0E6
gene_id_82855	12.71506452	11.23478125	2.688066667	1	#B0E0E6
gene_id_82852	10.96707258	9.3275	1.242425	1	#B0E0E6
gene_id_82859	10.23873871	8.79608125	0.363475	1	#B0E0E6
gene_id_87983	4.069506452	4.610370313	13.576075	1	#B0E0E6
gene_id_98096	41.62368387	34.39913906	9.153488889	1	#B0E0E6
gene_id_98093	10.82058871	8.905278125	2.273319444	1	#B0E0E6
gene_id_98092	9.529519355	7.762428125	2.087577778	1	#B0E0E6
gene_id_57955	13.71316129	11.93145313	6.66605	1	#B0E0E6
gene_id_60077	11.79429032	9.5670625	6.358658333	1	#B0E0E6
gene_id_43539	11.89792903	15.20595313	4.036161111	1	#B0E0E6
gene_id_20075	10.27916129	13.16468594	0.999905556	1	#B0E0E6
gene_id_127701	13.94874194	13.50440469	8.384994444	1	#B0E0E6
gene_id_127703	8.2219	8.314420313	5.0297	1	#B0E0E6
gene_id_127702	13.31379032	12.73616875	7.929066667	1	#B0E0E6
gene_id_12804	4.856930645	5.764092188	11.34847222	1	#B0E0E6
gene_id_22696	13.91475806	9.383367187	9.879247222	1	#B0E0E6
gene_id_87645	4.424204839	4.8314875	11.486	1	#B0E0E6
gene_id_137225	5.508677419	8.765173438	12.55770278	1	#B0E0E6
gene_id_111377	8.705232258	10.79391719	0.061872222	1	#B0E0E6
gene_id_97531	16.07608065	11.44484375	10.21706111	1	#B0E0E6
gene_id_102646	5.775624194	9.207104688	18.71946944	1	#B0E0E6
gene_id_60070	7.353430645	4.858145313	9.137861111	1	#B0E0E6
gene_id_12669	4.485241935	5.557125	10.21864722	1	#B0E0E6
gene_id_67730	9.936290323	15.85521875	11.15067778	1	#B0E0E6
gene_id_67731	17.0653629	28.99021875	19.85436389	1	#B0E0E6
gene_id_98311	11.09740968	8.943642188	2.499983333	1	#B0E0E6
gene_id_42599	12.1095	9.894046875	8.941972222	1	#B0E0E6
gene_id_83464	9.237922581	8.358765625	0.986083333	1	#B0E0E6
gene_id_83465	8.767469355	7.64789375	0.930755556	1	#B0E0E6
gene_id_17296	4.863777419	6.106529688	9.845605556	1	#B0E0E6
gene_id_102420	6.089437097	10.58594063	22.10825	1	#B0E0E6
gene_id_98636	19.11733065	15.361	4.236116667	1	#B0E0E6
gene_id_106078	6.092591935	6.036046875	9.821972222	1	#B0E0E6
gene_id_98635	16.10550484	13.12280781	3.644577778	1	#B0E0E6
gene_id_98634	14.07586613	11.0552125	2.976569444	1	#B0E0E6
gene_id_98639	15.94760968	12.86429219	3.353086111	1	#B0E0E6
gene_id_98638	19.11950323	12.58921563	4.147272222	1	#B0E0E6
gene_id_82337	9.524225806	8.39059375	0.939566667	1	#B0E0E6
gene_id_82336	9.190704839	8.053265625	0.291947222	1	#B0E0E6
gene_id_82339	10.19243548	9.6985625	2.236794444	1	#B0E0E6
gene_id_82338	11.43332258	10.5250625	2.816255556	1	#B0E0E6
gene_id_102018	3.173612903	5.792796875	12.20656944	1	#B0E0E6
gene_id_58303	16.80404839	16.21073438	8.352375	1	#B0E0E6
gene_id_57453	9.400016129	8.439860938	4.768119444	1	#B0E0E6
gene_id_40530	7.220846774	8.165123438	0.741169444	1	#B0E0E6
gene_id_106075	21.93074194	25.79578125	28.79380556	1	#B0E0E6
gene_id_132007	22.11149677	24.69571719	20.067	1	#B0E0E6
gene_id_57300	7.549346774	6.879954688	4.318469444	1	#B0E0E6
gene_id_115323	5.437132258	5.471435938	13.46466111	1	#B0E0E6
gene_id_97049	10.57113387	8.693939063	2.673138889	1	#B0E0E6
gene_id_97041	28.44377581	25.99613125	5.057775	1	#B0E0E6
gene_id_97040	19.00594355	15.64265156	4.331941667	1	#B0E0E6
gene_id_97043	29.83317581	24.18497969	6.968133333	1	#B0E0E6
gene_id_97047	10.96472581	8.708992188	2.438152778	1	#B0E0E6
gene_id_97046	20.82110645	17.02816719	4.796327778	1	#B0E0E6
gene_id_89091	5.207903226	6.2626875	13.49369444	1	#B0E0E6
gene_id_58598	12.98272581	13.00693906	7.009677778	1	#B0E0E6
gene_id_58594	8.403870968	7.797064063	4.423066667	1	#B0E0E6
gene_id_111495	75.35374677	82.11994844	16.51726944	1	#B0E0E6
