Gene	Control	Grave_I	Grave_II	SIZE	Group
gene_id_94141	9.123427419	11.50838438	7.523911111	1	#B0E0E6
gene_id_57479	11.72659677	11.07369531	6.245177778	1	#B0E0E6
gene_id_97544	12.74073548	14.07254063	11.21417222	1	#B0E0E6
gene_id_97546	6.192937097	6.919090625	4.522725	1	#B0E0E6
gene_id_97548	7.334414516	8.265551563	4.998202778	1	#B0E0E6
gene_id_81850	21.30660968	18.12240625	5.871222222	1	#B0E0E6
gene_id_57473	8.489645161	7.702640625	4.4762	1	#B0E0E6
gene_id_81852	12.22414516	10.66615625	1.545502778	1	#B0E0E6
gene_id_101225	3.196574194	5.621573438	13.08088611	1	#B0E0E6
gene_id_82437	8.739254839	7.641982813	2.051022222	1	#B0E0E6
gene_id_83244	19.68160806	17.15296875	3.228247222	1	#B0E0E6
gene_id_83243	7.471470968	8.019695313	2.467425	1	#B0E0E6
gene_id_90274	7.071433871	9.922203125	10.06369444	1	#B0E0E6
gene_id_128060	7.152112903	6.992807813	4.569888889	1	#B0E0E6
gene_id_110272	16.93422097	21.92816875	2.685361111	1	#B0E0E6
gene_id_7018	11.09341935	8.47128125	3.689961111	1	#B0E0E6
gene_id_136923	5.522209677	7.060875	9.782258333	1	#B0E0E6
gene_id_88563	5.36311129	6.209126563	15.96644444	1	#B0E0E6
gene_id_56791	16.69496774	16.2160625	10.11353889	1	#B0E0E6
gene_id_57441	13.78619355	13.54798438	7.213083333	1	#B0E0E6
gene_id_57442	7.288854839	7.675309375	4.607255556	1	#B0E0E6
gene_id_57444	9.105145161	8.284203125	5.246194444	1	#B0E0E6
gene_id_126980	7.853379032	7.13103125	4.622388889	1	#B0E0E6
gene_id_126981	11.25987097	10.05621875	6.43305	1	#B0E0E6
gene_id_88378	6.867982258	8.170607813	20.38275	1	#B0E0E6
gene_id_90442	4.663803226	5.74859375	13.97886111	1	#B0E0E6
gene_id_110910	9.586406452	6.954521875	0.015669444	1	#B0E0E6
gene_id_90447	7.064270968	5.955765625	12.14397222	1	#B0E0E6
gene_id_96929	10.9455871	9.067795313	2.570008333	1	#B0E0E6
gene_id_96928	12.48366129	10.66232344	2.759844444	1	#B0E0E6
gene_id_129033	9.754290323	9.313625	6.513980556	1	#B0E0E6
gene_id_97038	18.44480161	15.17473906	4.281125	1	#B0E0E6
gene_id_97039	11.47089032	9.463353125	2.628994444	1	#B0E0E6
gene_id_97034	10.82573871	8.651917188	2.446905556	1	#B0E0E6
gene_id_97036	22.93595323	18.86482031	5.343694444	1	#B0E0E6
gene_id_97037	16.37157742	13.64825156	3.854091667	1	#B0E0E6
gene_id_97031	12.90006452	10.51491563	2.944366667	1	#B0E0E6
gene_id_97032	26.73742742	22.13866719	6.253052778	1	#B0E0E6
gene_id_41651	10.84047903	12.06765156	1.021672222	1	#B0E0E6
gene_id_58583	12.8374129	12.05967813	6.090219444	1	#B0E0E6
gene_id_129794	6.69691129	7.356746875	5.154483333	1	#B0E0E6
gene_id_99300	14.27134194	7.211823438	1.547788889	1	#B0E0E6
gene_id_89981	4.774332258	5.606085938	10.9685	1	#B0E0E6
gene_id_132063	1.316941935	45.27103594	0.011661111	1	#B0E0E6
gene_id_96912	4.781251613	6.390964063	8.694369444	1	#B0E0E6
gene_id_97214	11.04232903	8.386046875	5.854844444	1	#B0E0E6
gene_id_97066	16.51279032	15.4309375	10.11209167	1	#B0E0E6
gene_id_97064	24.71824194	24.43828125	17.38591667	1	#B0E0E6
gene_id_44839	9.438712903	6.389390625	4.556497222	1	#B0E0E6
gene_id_103028	3.631775806	5.98691875	11.85780278	1	#B0E0E6
gene_id_135332	9.930287097	9.311828125	4.979888889	1	#B0E0E6
gene_id_80096	21.08188387	25.945725	9.223191667	1	#B0E0E6
gene_id_80099	3.625727419	11.61983906	4.996127778	1	#B0E0E6
gene_id_79058	7.558127419	7.186628125	14.01685278	1	#B0E0E6
gene_id_40032	15.46909516	18.15326094	1.445361111	1	#B0E0E6
gene_id_79057	5.293522581	5.623571875	9.089272222	1	#B0E0E6
gene_id_97216	9.294274194	8.257314063	2.415163889	1	#B0E0E6
gene_id_57234	9.666145161	9.334914063	5.633252778	1	#B0E0E6
gene_id_83168	17.06940323	14.12898438	4.835591667	1	#B0E0E6
gene_id_83162	8.710801613	7.497140625	1.090958333	1	#B0E0E6
gene_id_91509	4.090227419	4.955685938	11.59133333	1	#B0E0E6
gene_id_97398	28.83566452	23.68849219	6.760283333	1	#B0E0E6
gene_id_98677	28.04165806	23.08692969	6.524319444	1	#B0E0E6
gene_id_98675	16.70788226	14.44462813	6.75765	1	#B0E0E6
gene_id_98671	8.340759677	6.718628125	1.823588889	1	#B0E0E6
gene_id_98670	18.75168871	15.34425	4.204716667	1	#B0E0E6
gene_id_56613	18.65698387	13.27673438	7.960366667	1	#B0E0E6
gene_id_83444	7.798829032	7.11028125	1.859666667	1	#B0E0E6
gene_id_56611	27.92823871	25.7604375	17.71972778	1	#B0E0E6
gene_id_88684	5.78716129	7.490575	16.30933056	1	#B0E0E6
gene_id_117823	5.856272581	7.316982813	6.646988889	1	#B0E0E6
gene_id_117827	6.32223871	8.055490625	7.989625	1	#B0E0E6
gene_id_103250	5.710543548	9.925846875	22.06469444	1	#B0E0E6
gene_id_92036	4.875748387	5.842529688	14.63077778	1	#B0E0E6
gene_id_92030	30.42524194	31.84259375	51.22897222	1	#B0E0E6
gene_id_101675	3.850643548	6.645448438	13.11616389	1	#B0E0E6
gene_id_137536	4.750527419	6.0980375	8.888097222	1	#B0E0E6
gene_id_58423	8.516201613	8.237740625	3.937416667	1	#B0E0E6
gene_id_58421	7.086645161	7.10696875	3.36385	1	#B0E0E6
gene_id_127337	10.41712903	10.53972969	6.429627778	1	#B0E0E6
gene_id_97144	11.44441774	9.482682813	2.655836111	1	#B0E0E6
gene_id_101401	3.876591935	6.379521875	10.65696944	1	#B0E0E6
gene_id_58698	8.540580645	7.9947	3.822630556	1	#B0E0E6
gene_id_128308	12.01791935	11.85542188	7.460291667	1	#B0E0E6
gene_id_91610	4.677329032	4.59021875	14.07936944	1	#B0E0E6
gene_id_83822	28.76646774	17.7676875	11.54877222	1	#B0E0E6
gene_id_83823	18.37332258	11.19478125	7.516380556	1	#B0E0E6
gene_id_128309	10.53319355	8.7350625	6.522655556	1	#B0E0E6
gene_id_42755	11.12652903	17.25570938	18.96633333	1	#B0E0E6
gene_id_42754	10.35309839	16.66846875	18.43572778	1	#B0E0E6
gene_id_42753	6.41366129	10.38341406	9.413736111	1	#B0E0E6
gene_id_133815	6.709225806	6.498359375	4.671902778	1	#B0E0E6
gene_id_134764	14.04674194	13.04171875	7.162805556	1	#B0E0E6
gene_id_102596	3.300175806	5.908792188	12.94566389	1	#B0E0E6
gene_id_97625	13.35821129	11.04966719	3.093230556	1	#B0E0E6
gene_id_97624	12.53615161	10.17454219	2.823177778	1	#B0E0E6
gene_id_97626	13.66637903	10.9661875	3.409275	1	#B0E0E6
gene_id_55861	22.79576452	22.04522969	14.25798889	1	#B0E0E6
gene_id_82186	12.29872258	10.75398438	1.739608333	1	#B0E0E6
gene_id_82184	10.25723871	8.937640625	1.180144444	1	#B0E0E6
gene_id_82180	9.488454839	11.81334375	8.905108333	1	#B0E0E6
gene_id_61830	15.08030968	10.12756094	1.853338889	1	#B0E0E6
gene_id_61833	3.496219355	8.188195313	12.58611111	1	#B0E0E6
gene_id_58154	15.12817742	14.04397813	8.397783333	1	#B0E0E6
gene_id_58526	13.07708065	13.97734375	9.252944444	1	#B0E0E6
gene_id_58520	9.94183871	9.017698438	5.541283333	1	#B0E0E6
gene_id_83157	10.87723548	9.33390625	1.254644444	1	#B0E0E6
gene_id_78455	4.191425806	10.1158875	7.018841667	1	#B0E0E6
gene_id_128377	8.238225806	7.81015625	4.812672222	1	#B0E0E6
gene_id_67869	12.88276774	12.03548906	6.649358333	1	#B0E0E6
gene_id_101306	4.505883871	7.070948438	14.32902778	1	#B0E0E6
gene_id_43576	7.483840323	13.95940625	7.851883333	1	#B0E0E6
gene_id_43577	17.75383065	15.52678125	10.68197222	1	#B0E0E6
gene_id_58364	10.10157097	9.591332813	4.421336111	1	#B0E0E6
gene_id_104004	4.404582258	6.451770313	10.42988889	1	#B0E0E6
gene_id_104006	4.958543548	7.30223125	12.67636111	1	#B0E0E6
gene_id_78458	7.258435484	15.77095313	11.92464444	1	#B0E0E6
gene_id_96226	16.25044355	13.21140313	3.600247222	1	#B0E0E6
gene_id_39879	8.475583871	9.786845313	1.022538889	1	#B0E0E6
gene_id_96222	8.737709677	6.96470625	1.719177778	1	#B0E0E6
gene_id_114786	33.94403871	38.93879688	23.16694444	1	#B0E0E6
gene_id_56462	10.38128871	8.250015625	5.876194444	1	#B0E0E6
gene_id_56464	9.575645161	9.179382813	5.779338889	1	#B0E0E6
gene_id_56469	10.22837097	8.400734375	6.032916667	1	#B0E0E6
gene_id_69225	15.00079032	11.32637188	4.71025	1	#B0E0E6
gene_id_69226	22.81826452	17.73265625	7.556044444	1	#B0E0E6
gene_id_97309	15.79519677	12.66069375	3.381083333	1	#B0E0E6
gene_id_97146	11.61254032	9.46991875	2.686386111	1	#B0E0E6
gene_id_97147	10.73706129	9.012295313	2.386136111	1	#B0E0E6
gene_id_81709	18.46915806	16.55754688	2.565752778	1	#B0E0E6
gene_id_81702	8.249354839	7.50573125	0.701105556	1	#B0E0E6
gene_id_129743	9.119320968	8.990607813	5.869611111	1	#B0E0E6
gene_id_83138	21.00780645	18.11584375	5.558275	1	#B0E0E6
gene_id_83139	15.58904839	13.33	2.692138889	1	#B0E0E6
gene_id_83130	15.60985161	13.473125	2.904683333	1	#B0E0E6
gene_id_83137	13.45630161	11.16689688	1.158419444	1	#B0E0E6
gene_id_82774	9.772427419	8.06560625	0.529547222	1	#B0E0E6
gene_id_89937	6.762885484	8.272540625	20.98390833	1	#B0E0E6
gene_id_70345	4.364424194	9.351564063	4.795258333	1	#B0E0E6
gene_id_92896	10.75982419	7.434259375	12.51941389	1	#B0E0E6
gene_id_35711	8.368048387	8.557921875	4.4135	1	#B0E0E6
gene_id_91022	6.403806452	7.164728125	14.70880556	1	#B0E0E6
gene_id_100967	4.745612903	7.391345313	13.95102778	1	#B0E0E6
gene_id_39455	11.77610645	7.0241875	13.23173889	1	#B0E0E6
gene_id_96214	14.8056871	12.2899375	3.320530556	1	#B0E0E6
gene_id_56342	13.18075806	11.15316406	7.229961111	1	#B0E0E6
gene_id_81007	6.296174194	6.333890625	6.616175	1	#B0E0E6
gene_id_55631	7.679222581	7.20684375	3.999152778	1	#B0E0E6
gene_id_55636	11.24069355	10.85565625	6.8732	1	#B0E0E6
gene_id_55637	12.56409677	11.97059375	6.810344444	1	#B0E0E6
gene_id_39748	7.516946774	8.747273438	0.696288889	1	#B0E0E6
gene_id_135083	15.7735871	13.24928125	8.212680556	1	#B0E0E6
gene_id_100927	3.556729032	5.560478125	12.15786667	1	#B0E0E6
gene_id_40375	7.292508065	8.46850625	0.760416667	1	#B0E0E6
gene_id_88989	3.70365	5.650692188	14.7745	1	#B0E0E6
gene_id_136620	4.597846774	6.260365625	9.669630556	1	#B0E0E6
gene_id_127625	7.895967742	7.448092188	5.072302778	1	#B0E0E6
gene_id_127623	6.915467742	6.857523438	4.354422222	1	#B0E0E6
gene_id_98368	14.80202903	13.68525	9.811944444	1	#B0E0E6
gene_id_129286	9.271329032	8.636539063	3.970925	1	#B0E0E6
gene_id_129287	8.275419355	7.890020313	4.905175	1	#B0E0E6
gene_id_129281	8.302970968	8.360467188	5.373772222	1	#B0E0E6
gene_id_82021	8.530774194	7.4930625	1.079644444	1	#B0E0E6
gene_id_82023	9.543427419	8.44684375	1.534358333	1	#B0E0E6
gene_id_99461	7.89695	8.40559375	9.0795	1	#B0E0E6
gene_id_99460	9.987335484	9.718109375	11.36561389	1	#B0E0E6
gene_id_99462	17.04726129	19.19771875	15.43690278	1	#B0E0E6
gene_id_82027	13.08372581	11.53167188	1.643416667	1	#B0E0E6
gene_id_71711	25.29217258	17.07160781	18.33133333	1	#B0E0E6
gene_id_96700	25.69229677	20.76976563	5.691013889	1	#B0E0E6
gene_id_96702	24.31862097	19.5298125	5.11755	1	#B0E0E6
gene_id_96705	18.05799677	16.66642969	15.245325	1	#B0E0E6
gene_id_96704	11.6362871	12.71340625	14.86708056	1	#B0E0E6
gene_id_87972	4.151916129	4.774464063	12.08695	1	#B0E0E6
gene_id_87973	4.556435484	5.477885938	11.76561111	1	#B0E0E6
gene_id_87977	5.405640323	6.406203125	10.81625	1	#B0E0E6
gene_id_54848	11.03474194	9.441439063	6.383366667	1	#B0E0E6
gene_id_54844	15.16116129	13.23240625	8.239027778	1	#B0E0E6
gene_id_54847	25.22139355	23.75490625	15.32137222	1	#B0E0E6
gene_id_40825	8.363896774	9.761432813	0.894005556	1	#B0E0E6
gene_id_82451	34.37913226	30.37782813	6.738552778	1	#B0E0E6
gene_id_82452	14.26916129	13.22514063	3.128508333	1	#B0E0E6
gene_id_89584	8.524708065	8.365082813	17.02881111	1	#B0E0E6
gene_id_89765	5.608512903	6.623089063	16.24480556	1	#B0E0E6
gene_id_81901	20.35641935	17.45282813	2.116102778	1	#B0E0E6
gene_id_81908	8.754064516	8.01640625	2.795597222	1	#B0E0E6
gene_id_98791	11.59668871	9.755334375	2.828752778	1	#B0E0E6
gene_id_98798	13.72445968	10.87632813	3.053502778	1	#B0E0E6
gene_id_127986	14.59729032	13.904375	7.318238889	1	#B0E0E6
gene_id_127985	21.66677419	22.0228125	11.69941667	1	#B0E0E6
gene_id_127981	16.07557419	15.50774688	9.642791667	1	#B0E0E6
gene_id_127980	20.11543548	18.99694375	11.72729722	1	#B0E0E6
gene_id_16455	9.030529032	12.07927813	19.29823611	1	#B0E0E6
gene_id_99020	27.19588548	22.13778906	6.382375	1	#B0E0E6
gene_id_128454	7.711458065	7.6009375	4.5162	1	#B0E0E6
gene_id_110320	6.596745161	7.403914063	10.68933056	1	#B0E0E6
gene_id_110326	6.721662903	7.192339063	9.347552778	1	#B0E0E6
gene_id_129321	8.727387097	8.689989063	5.619436111	1	#B0E0E6
gene_id_137828	11.87939032	16.3983125	18.44003889	1	#B0E0E6
gene_id_98279	16.52117742	9.9490625	8.505316667	1	#B0E0E6
gene_id_98273	12.3576129	17.36571875	8.059152778	1	#B0E0E6
gene_id_98276	15.71408065	22.16790625	10.15719444	1	#B0E0E6
gene_id_98274	5.619154839	9.98490625	4.0175	1	#B0E0E6
gene_id_92316	5.628725806	5.955746875	9.781002778	1	#B0E0E6
gene_id_128661	6.851580645	6.835804688	4.257308333	1	#B0E0E6
gene_id_58884	17.00954839	15.92776406	7.688666667	1	#B0E0E6
gene_id_58887	13.36765806	13.05415313	6.781877778	1	#B0E0E6
gene_id_58882	18.58002258	17.42929844	10.78754167	1	#B0E0E6
gene_id_82924	21.69934839	18.18015625	3.302875	1	#B0E0E6
gene_id_82927	10.88358548	8.51714375	0.268238889	1	#B0E0E6
gene_id_82922	15.34427419	14.14209375	5.384127778	1	#B0E0E6
gene_id_82923	12.37586774	10.53775	2.474905556	1	#B0E0E6
gene_id_56954	19.33924194	17.49347813	8.913902778	1	#B0E0E6
gene_id_56959	18.27074194	15.90039219	9.167836111	1	#B0E0E6
gene_id_84487	65.89269677	56.25560938	30.09816667	1	#B0E0E6
gene_id_80788	7.139774194	5.835609375	5.429488889	1	#B0E0E6
gene_id_80789	20.2626129	17.58625	18.05941667	1	#B0E0E6
gene_id_80787	8.288209677	7.252625	8.129461111	1	#B0E0E6
gene_id_80784	13.60037097	11.17484375	8.917680556	1	#B0E0E6
gene_id_80785	33.86612581	28.63090625	24.56496667	1	#B0E0E6
gene_id_87833	6.550996774	7.424576563	16.03752778	1	#B0E0E6
gene_id_87832	4.350303226	5.098715625	12.07886111	1	#B0E0E6
gene_id_83208	8.343446774	7.2609375	0.906816667	1	#B0E0E6
gene_id_83209	18.66777419	16.97254688	5.170475	1	#B0E0E6
gene_id_83201	14.35822097	12.11595313	1.688977778	1	#B0E0E6
gene_id_83206	9.535351613	8.45623125	1.045272222	1	#B0E0E6
gene_id_127279	11.28787097	11.41138906	6.888511111	1	#B0E0E6
gene_id_98611	10.72817742	8.518203125	2.507111111	1	#B0E0E6
gene_id_98610	11.61120645	9.500429688	2.590461111	1	#B0E0E6
gene_id_98613	12.28342742	10.46495625	2.981805556	1	#B0E0E6
gene_id_114239	11.11277097	5.7958	9.21275	1	#B0E0E6
gene_id_15803	6.054401613	7.650345313	12.30144167	1	#B0E0E6
gene_id_60932	19.73532258	20.57625	14.89666667	1	#B0E0E6
gene_id_97662	18.98074677	15.79590469	4.500788889	1	#B0E0E6
gene_id_97664	14.65351129	12.08094844	3.555	1	#B0E0E6
gene_id_100618	4.003343548	6.70941875	14.46973056	1	#B0E0E6
gene_id_58558	11.50680645	11.30996875	6.839055556	1	#B0E0E6
gene_id_58552	16.4928871	14.34079063	8.800716667	1	#B0E0E6
gene_id_83033	22.97644839	21.27046875	6.12455	1	#B0E0E6
gene_id_83034	20.1993871	18.03504688	5.151827778	1	#B0E0E6
gene_id_115664	3.69478871	4.985401563	13.80738889	1	#B0E0E6
gene_id_78535	10.51645161	11.75421875	7.427583333	1	#B0E0E6
gene_id_78533	11.8908871	14.245	9.162111111	1	#B0E0E6
gene_id_78539	15.28908065	13.4773125	9.1556	1	#B0E0E6
gene_id_55509	9.243143548	6.33925	4.882036111	1	#B0E0E6
gene_id_55505	19.47425806	18.23657813	11.88625556	1	#B0E0E6
gene_id_56854	11.0965	10.48807813	6.402311111	1	#B0E0E6
gene_id_56851	9.914345161	9.668892188	4.704505556	1	#B0E0E6
gene_id_56067	33.92504839	32.53764063	20.78936667	1	#B0E0E6
gene_id_56068	9.716817742	8.684765625	5.862769444	1	#B0E0E6
gene_id_127083	11.52472581	10.71380938	7.157775	1	#B0E0E6
gene_id_79894	7.129877419	6.192667188	8.234819444	1	#B0E0E6
gene_id_103446	1.695153226	5.380520313	17.72189722	1	#B0E0E6
gene_id_103441	4.699225806	16.90252813	31.57525833	1	#B0E0E6
gene_id_116146	2.077487097	4.297895313	17.34326944	1	#B0E0E6
gene_id_129187	8.397758065	8.08400625	5.316505556	1	#B0E0E6
gene_id_96471	10.3405629	9.2128125	4.364013889	1	#B0E0E6
gene_id_96470	7.19115	6.763578125	4.879844444	1	#B0E0E6
gene_id_96477	11.38878226	10.24495	5.885819444	1	#B0E0E6
gene_id_96476	9.633127419	8.462114063	4.380141667	1	#B0E0E6
gene_id_96474	15.17438387	13.63224063	7.884611111	1	#B0E0E6
gene_id_33517	3.659553226	20.92952969	11.87805556	1	#B0E0E6
gene_id_36040	8.061582258	7.054229688	4.018302778	1	#B0E0E6
gene_id_36041	8.607554839	7.4971625	4.342997222	1	#B0E0E6
gene_id_35588	5.380093548	6.466875	6.682863889	1	#B0E0E6
gene_id_98513	7.103201613	5.932517188	6.495205556	1	#B0E0E6
gene_id_129238	8.448564516	8.250775	5.219822222	1	#B0E0E6
gene_id_89265	5.54111129	5.33565625	9.228141667	1	#B0E0E6
gene_id_97873	6.320506452	6.28296875	6.561194444	1	#B0E0E6
gene_id_115142	9.199522581	7.332323438	15.39601389	1	#B0E0E6
gene_id_115140	10.34424194	8.766242188	16.58505556	1	#B0E0E6
gene_id_97874	27.73635806	26.84048438	28.30945833	1	#B0E0E6
gene_id_114812	12.95328387	14.35619375	10.41013056	1	#B0E0E6
gene_id_114811	10.99320161	12.63754531	7.344697222	1	#B0E0E6
gene_id_97488	6.317922581	4.662548438	9.737966667	1	#B0E0E6
gene_id_111855	9.472082258	10.61939688	0.020213889	1	#B0E0E6
gene_id_136179	18.9181129	17.04953125	7.975302778	1	#B0E0E6
gene_id_56027	10.24419355	7.970625	5.711697222	1	#B0E0E6
gene_id_57605	8.809290323	8.36045	4.324227778	1	#B0E0E6
gene_id_57602	10.79882258	10.85896875	6.232416667	1	#B0E0E6
gene_id_57600	16.76304839	16.23664063	7.165969444	1	#B0E0E6
gene_id_54780	13.32312903	12.19489063	8.009627778	1	#B0E0E6
gene_id_40788	9.740201613	10.70081094	1.027569444	1	#B0E0E6
gene_id_128109	10.64702097	10.00610469	6.5378	1	#B0E0E6
gene_id_128101	7.445416129	6.96996875	4.544166667	1	#B0E0E6
gene_id_128105	12.45519355	11.62400938	7.572647222	1	#B0E0E6
gene_id_97232	12.17915806	10.1794375	3.126888889	1	#B0E0E6
gene_id_97230	11.14201613	9.425625	4.400613889	1	#B0E0E6
gene_id_97231	11.20048065	9.357357813	2.523361111	1	#B0E0E6
gene_id_97235	20.51533548	16.57507969	4.528602778	1	#B0E0E6
gene_id_96421	14.65031129	11.40852813	3.067575	1	#B0E0E6
gene_id_55297	8.29516129	7.204892188	4.758266667	1	#B0E0E6
gene_id_55291	7.739727419	6.453885938	3.628055556	1	#B0E0E6
gene_id_98617	26.19763548	21.36985	6.098797222	1	#B0E0E6
gene_id_58746	13.9907371	13.06382813	6.540694444	1	#B0E0E6
gene_id_58745	8.634016129	7.771004688	4.351852778	1	#B0E0E6
gene_id_89488	6.612029032	7.1403125	18.74774444	1	#B0E0E6
gene_id_33892	12.53198387	11.02676563	4.847866667	1	#B0E0E6
gene_id_33894	11.29596452	11.8985125	5.876511111	1	#B0E0E6
gene_id_33898	12.65012903	6.434328125	8.888016667	1	#B0E0E6
gene_id_33899	8.850858065	4.429296875	6.337766667	1	#B0E0E6
gene_id_79911	14.98038226	17.36039063	24.62630556	1	#B0E0E6
gene_id_79915	11.26120806	11.27634063	19.88987778	1	#B0E0E6
gene_id_23070	15.87479516	16.942325	18.40611944	1	#B0E0E6
gene_id_90300	6.481674194	7.50325625	17.15586111	1	#B0E0E6
gene_id_101125	3.976137097	6.695995313	14.11861111	1	#B0E0E6
gene_id_35626	10.455	12.4928125	4.991972222	1	#B0E0E6
gene_id_35623	32.85845161	38.069625	28.36350833	1	#B0E0E6
gene_id_101763	3.579932258	6.6089	10.29729722	1	#B0E0E6
gene_id_89060	6.140579032	6.074134375	13.2565	1	#B0E0E6
gene_id_128905	20.51367742	19.84826563	12.75691111	1	#B0E0E6
gene_id_55902	8.274658065	6.977617188	4.509269444	1	#B0E0E6
gene_id_91365	7.410833871	8.018210938	16.04638889	1	#B0E0E6
gene_id_99050	33.70637097	27.28934531	7.723980556	1	#B0E0E6
gene_id_91987	6.748719355	5.283773438	11.90333889	1	#B0E0E6
gene_id_134448	5.287583871	6.0481	8.247058333	1	#B0E0E6
gene_id_134449	17.90959677	22.05192188	28.50002778	1	#B0E0E6
gene_id_115114	21.92566129	19.84806875	31.92661111	1	#B0E0E6
gene_id_89365	4.535432258	5.211739063	13.40069444	1	#B0E0E6
gene_id_68983	25.37875806	39.45851563	30.27527778	1	#B0E0E6
gene_id_89651	4.76438871	6.367804688	8.293027778	1	#B0E0E6
gene_id_99053	8.239362903	6.804273438	1.857222222	1	#B0E0E6
gene_id_97609	13.02913065	10.84500156	2.869480556	1	#B0E0E6
gene_id_97669	27.12019839	21.27463906	5.607877778	1	#B0E0E6
gene_id_97668	35.61153387	29.50191406	8.329347222	1	#B0E0E6
gene_id_96014	27.5814	30.20625	25.731675	1	#B0E0E6
gene_id_96012	12.82285484	14.17368906	39.59107778	1	#B0E0E6
gene_id_33139	1.930440323	14.69156563	9.201027778	1	#B0E0E6
gene_id_127170	11.8809629	14.10906719	4.313388889	1	#B0E0E6
gene_id_130932	67.39073387	112.0262984	8.617480556	1	#B0E0E6
gene_id_57894	11.75027419	10.19301563	4.730630556	1	#B0E0E6
gene_id_55003	9.722483871	7.146954688	5.090777778	1	#B0E0E6
gene_id_41278	12.36520645	17.81139375	4.892755556	1	#B0E0E6
gene_id_42547	9.650767742	7.346123438	2.287302778	1	#B0E0E6
gene_id_99285	8.514387097	7.114842188	2.090286111	1	#B0E0E6
gene_id_99284	8.23251129	6.802546875	1.644425	1	#B0E0E6
gene_id_99287	40.19936774	32.99190938	9.886861111	1	#B0E0E6
gene_id_99286	11.79854355	9.62895	2.710572222	1	#B0E0E6
gene_id_99281	21.69390968	18.06179219	5.319075	1	#B0E0E6
gene_id_99282	48.23195161	44.925	28.06940556	1	#B0E0E6
gene_id_99289	15.32255	12.711625	3.692505556	1	#B0E0E6
gene_id_99288	11.7345371	9.319104688	2.918033333	1	#B0E0E6
gene_id_91088	8.095112903	7.294515625	11.34566667	1	#B0E0E6
gene_id_91085	18.14274194	15.33898438	17.70193056	1	#B0E0E6
gene_id_127874	8.027693548	7.601809375	4.562988889	1	#B0E0E6
gene_id_100888	4.539222581	7.591071875	16.22397222	1	#B0E0E6
gene_id_100880	4.685393548	7.470259375	15.35810278	1	#B0E0E6
gene_id_100885	5.667130645	9.338032813	19.50631389	1	#B0E0E6
gene_id_128525	8.193725806	7.82490625	5.065822222	1	#B0E0E6
gene_id_57166	13.23282258	12.06051563	4.927905556	1	#B0E0E6
gene_id_57164	9.530435484	9.062239063	4.831994444	1	#B0E0E6
gene_id_101195	3.602617742	5.945210938	14.18341667	1	#B0E0E6
gene_id_115186	5.926320968	5.241160938	11.42719444	1	#B0E0E6
gene_id_57168	13.23409677	12.17284375	7.219138889	1	#B0E0E6
gene_id_111352	9.653945161	6.5941875	3.646275	1	#B0E0E6
gene_id_111350	20.69416613	14.41473438	7.904475	1	#B0E0E6
gene_id_43947	6.839096774	8.373296875	7.262111111	1	#B0E0E6
gene_id_43946	10.61933871	13.24425	11.51305556	1	#B0E0E6
gene_id_87920	4.463722581	5.294703125	10.74548611	1	#B0E0E6
gene_id_43365	7.34956129	8.693776563	5.444925	1	#B0E0E6
gene_id_115450	4.051095161	4.9504625	13.68405556	1	#B0E0E6
gene_id_97651	17.38043871	14.04944844	3.768041667	1	#B0E0E6
gene_id_57138	8.868935484	8.5284375	5.776944444	1	#B0E0E6
